indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
SP.URB.TOTL,19255738,19904159,20572659,21258672,21963105,22681995,23412478,24160637,24932764,25739048,26587808,27458906,28354957,29272925,30212637,31168990,32137965,33111857
SP.URB.GROW,3.42860197272881,3.31196106294403,3.30342563630772,3.28019450083254,3.25990938485259,3.22074378651575,3.16976901467855,3.14556105122946,3.14580232139383,3.18264544200066,3.24435486033937,3.22377949288483,3.21113051981827,3.18611624041608,3.15972531846692,3.11634097364234,3.06143512628087,2.98533941955856
SP.POP.TOTL,79001142,79817777,80642308,81475825,82311227,83142095,83951800,84762269,85597241,86482923,87411012,88349117,89301326,90267739,91235504,92191398,93126529,94033048
SP.POP.GROW,1.11686737378671,1.02839410111569,1.02771758753322,1.02829255325908,1.02011634543028,1.00436180353196,0.969169266037147,0.96076781166711,0.980254857535931,1.02939211623888,1.06742976658398,1.06749342269972,1.07201322213276,1.07637953190022,1.06639876535975,1.04227094610537,1.00922663268309,0.968719959338428
