indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
SP.URB.TOTL,3414033,3447513,3482266,3518773,3554092,3591141,3632998,3684159,3744286,3805760,3867496,3935476,4008535,4078226,4145335,4207493,4265348,4320306
SP.URB.GROW,1.24407427476763,0.975881112027497,1.00301297792155,1.04291179907128,0.998726642610231,1.03703635791594,1.15882234278512,1.39840743411394,1.618866751592,1.62847639699914,1.60915606479481,1.74245710414189,1.83939976623181,1.72362520314388,1.63215156469894,1.48833777988021,1.36567886021458,1.28024610929856
SP.POP.TOTL,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5188607,5234519,5276968
SP.POP.GROW,0.649044821192665,0.506046910557235,0.539290805050494,0.586532691986894,0.590930939690253,0.681072964187373,0.805392739160981,1.03473451527827,1.24633301535167,1.2611272893768,1.24566617956207,1.297189390693,1.31344098868985,1.20914158930136,1.12773667734928,0.995084736958414,0.880969815359919,0.807673181884948
